parameter,scenario,output,mu_star,sigma,n_effects
community_incidence_baseline,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.01578928029038214,0.020446036973350148,6
incidence_alpha_protection,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.014961191434300266,0.0184608157925558,6
norm_threshold_max,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.01377358894951423,0.019644430076435716,6
importation_pulse_amplitude,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.011675214154015142,0.01778911010823692,6
stakes_to_fear_multiplier,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.011506271396326208,0.01646055479066839,6
importation_targeted_local_bump,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.011452645532218734,0.017378993079165787,6
norm_threshold_min,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.009930773661632012,0.01632470382823486,6
stakes_to_infection_multiplier,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.00963211720745131,0.009682323444738666,6
contact_rate_multiplier,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.007809687786547306,0.01405684545974069,6
importation_outbreak_floor,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.005575612809802048,0.0075808787559638515,6
incidence_gamma,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.00491793297678653,0.005918248858349686,6
burn_in_ticks,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0038537638289630155,0.00507001920536924,6
k_feedback_stakes,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0037928690459614646,0.003923340304123636,6
homophily_gamma,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0032481041693965076,0.0041931443036815315,6
social_weight_delta_trust,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0030640711385585295,0.002671502851601461,6
social_weight_delta_norm,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0029909191731371087,0.0040176300659246645,6
importation_pulse_width_ticks,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0022209987386882326,0.004022939544728693,6
peer_pull_interactions_per_agent,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.002143634484716142,0.003179343502452884,6
k_incidence,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0013918195603686316,0.0018645082717568754,6
importation_pulse_start_tick,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0009087553256120392,0.0007853106410299048,6
importation_pulse_period_ticks,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0006114958149154859,0.0009672377790028726,6
norm_threshold_beta_alpha,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0005641290128088153,0.0007508523416391734,6
norm_response_slope,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0004537619493296082,0.000672751940567218,6
distance_tracking_max_hops,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0003261664618025388,0.00041589864209434454,6
high_exposure_target_percentile,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.0001422262743711637,0.00022291818672532046,6
high_degree_target_percentile,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.00011987074421142552,0.00011069932388687199,6
low_legitimacy_target_percentile,access_intervention__perturbation,social_norms_descriptive_vax_mean,0.00008851016976585413,0.00011727767568946134,6
state_update_noise_std,access_intervention__perturbation,vax_willingness_T12_mean,0.19406880815135233,0.18627345362481398,6
bridge_prob,access_intervention__perturbation,vax_willingness_T12_mean,0.05098188426571378,0.06067631586294195,6
state_relaxation_fast,access_intervention__perturbation,vax_willingness_T12_mean,0.026720556046555544,0.03544022621662321,6
k_social,access_intervention__perturbation,vax_willingness_T12_mean,0.024234908823497343,0.028595908034015526,6
incidence_alpha_vax,access_intervention__perturbation,vax_willingness_T12_mean,0.018959957512313014,0.025064970151055944,6
incidence_alpha_protection,access_intervention__perturbation,vax_willingness_T12_mean,0.016579340456578013,0.019426418972621717,6
norm_threshold_max,access_intervention__perturbation,vax_willingness_T12_mean,0.01587035174144565,0.01697530663078866,6
importation_pulse_amplitude,access_intervention__perturbation,vax_willingness_T12_mean,0.015360435339483539,0.01747654236333207,6
community_incidence_baseline,access_intervention__perturbation,vax_willingness_T12_mean,0.013778898196150635,0.015574225915717868,6
incidence_gamma,access_intervention__perturbation,vax_willingness_T12_mean,0.013332964712217987,0.01322875156236758,6
stakes_to_fear_multiplier,access_intervention__perturbation,vax_willingness_T12_mean,0.012709268402962453,0.015886037213696913,6
stakes_to_infection_multiplier,access_intervention__perturbation,vax_willingness_T12_mean,0.011727797660476822,0.010088204770708101,6
importation_targeted_local_bump,access_intervention__perturbation,vax_willingness_T12_mean,0.011485443465619008,0.01528584394948723,6
norm_threshold_min,access_intervention__perturbation,vax_willingness_T12_mean,0.011409851260921755,0.013475974054142352,6
contact_rate_multiplier,access_intervention__perturbation,vax_willingness_T12_mean,0.009877381400631892,0.01297414823447034,6
importation_outbreak_floor,access_intervention__perturbation,vax_willingness_T12_mean,0.009622714741984359,0.009653322785735937,6
state_relaxation_slow,access_intervention__perturbation,vax_willingness_T12_mean,0.008418924408519027,0.010569645345289246,6
social_weight_delta_trust,access_intervention__perturbation,vax_willingness_T12_mean,0.0052296494567608915,0.003972587456594367,6
homophily_gamma,access_intervention__perturbation,vax_willingness_T12_mean,0.004686572846120877,0.006007477538533488,6
k_feedback_stakes,access_intervention__perturbation,vax_willingness_T12_mean,0.004396038902338126,0.005496088073168728,6
social_weight_delta_norm,access_intervention__perturbation,vax_willingness_T12_mean,0.004215071356227105,0.00434203319516297,6
peer_pull_interactions_per_agent,access_intervention__perturbation,vax_willingness_T12_mean,0.0025837300828501076,0.0034264393077172326,6
k_incidence,access_intervention__perturbation,vax_willingness_T12_mean,0.001829984918238938,0.002188395664386565,6
importation_pulse_width_ticks,access_intervention__perturbation,vax_willingness_T12_mean,0.0017204304985464585,0.0029980455500141752,6
importation_pulse_start_tick,access_intervention__perturbation,vax_willingness_T12_mean,0.0009970362255996197,0.0010814984353780615,6
distance_tracking_max_hops,access_intervention__perturbation,vax_willingness_T12_mean,0.0008032495931118433,0.0009158391328095981,6
importation_pulse_period_ticks,access_intervention__perturbation,vax_willingness_T12_mean,0.0006758512924456284,0.0007727345946450184,6
burn_in_ticks,access_intervention__perturbation,vax_willingness_T12_mean,0.0006702905196708759,0.0007620715516669751,6
norm_threshold_beta_alpha,access_intervention__perturbation,vax_willingness_T12_mean,0.0006178924980968503,0.0006926781111151725,6
norm_response_slope,access_intervention__perturbation,vax_willingness_T12_mean,0.000455411164835103,0.0005057305446443683,6
high_exposure_target_percentile,access_intervention__perturbation,vax_willingness_T12_mean,0.00017154684040707007,0.00020993997573034613,6
low_legitimacy_target_percentile,access_intervention__perturbation,vax_willingness_T12_mean,0.00012231688076459098,0.00014084364916432595,6
high_degree_target_percentile,access_intervention__perturbation,vax_willingness_T12_mean,0.00010507766045743475,0.00010282640494455416,6
state_update_noise_std,access_intervention__shock,mask_when_pressure_high_mean,0.0174618757169398,0.021376334108377613,6
k_social,access_intervention__shock,mask_when_pressure_high_mean,0.009579709800813374,0.004191906320115351,6
state_relaxation_slow,access_intervention__shock,mask_when_pressure_high_mean,0.009084299203140725,0.009476618000268335,6
state_relaxation_fast,access_intervention__shock,mask_when_pressure_high_mean,0.006005427564256631,0.010533961776754518,6
bridge_prob,access_intervention__shock,mask_when_pressure_high_mean,0.004429432007888696,0.005426797588215297,6
incidence_gamma,access_intervention__shock,mask_when_pressure_high_mean,0.003546083995825061,0.0035342886379964395,6
importation_outbreak_floor,access_intervention__shock,mask_when_pressure_high_mean,0.0027830368388492843,0.004081393703898239,6
incidence_alpha_vax,access_intervention__shock,mask_when_pressure_high_mean,0.0026812953044696997,0.003633829844874792,6
stakes_to_fear_multiplier,access_intervention__shock,mask_when_pressure_high_mean,0.002437901666246594,0.0032642320684536327,6
importation_pulse_amplitude,access_intervention__shock,mask_when_pressure_high_mean,0.0023631211401564656,0.002392523987974676,6
stakes_to_infection_multiplier,access_intervention__shock,mask_when_pressure_high_mean,0.00232251509348913,0.0030090765456828004,6
community_incidence_baseline,access_intervention__shock,mask_when_pressure_high_mean,0.001990919971639471,0.0015696792586865796,6
norm_threshold_min,access_intervention__shock,mask_when_pressure_high_mean,0.0018924186289600204,0.0019387415245457574,6
incidence_alpha_protection,access_intervention__shock,mask_when_pressure_high_mean,0.001531111136401364,0.0019226608418922648,6
norm_threshold_max,access_intervention__shock,mask_when_pressure_high_mean,0.0013469027785362186,0.001774718726660979,6
k_feedback_stakes,access_intervention__shock,mask_when_pressure_high_mean,0.0012173603043714413,0.0015505985468137575,6
contact_rate_multiplier,access_intervention__shock,mask_when_pressure_high_mean,0.0012122728295757485,0.0012376290572257429,6
importation_targeted_local_bump,access_intervention__shock,mask_when_pressure_high_mean,0.0011018386307171113,0.0012940792261990216,6
homophily_gamma,access_intervention__shock,mask_when_pressure_high_mean,0.0008144771100499307,0.000986882239852722,6
social_weight_delta_trust,access_intervention__shock,mask_when_pressure_high_mean,0.0007033292309522998,0.0010518656074164322,6
k_incidence,access_intervention__shock,mask_when_pressure_high_mean,0.0006335475598919738,0.0010527265133821312,6
social_weight_delta_norm,access_intervention__shock,mask_when_pressure_high_mean,0.0005445087293488704,0.0007675313451245086,6
burn_in_ticks,access_intervention__shock,mask_when_pressure_high_mean,0.00048591622980751484,0.0006144011119421336,6
peer_pull_interactions_per_agent,access_intervention__shock,mask_when_pressure_high_mean,0.0002879262623476082,0.0003424814754858035,6
importation_pulse_width_ticks,access_intervention__shock,mask_when_pressure_high_mean,0.00027882870203418025,0.00037320855746880146,6
importation_pulse_start_tick,access_intervention__shock,mask_when_pressure_high_mean,0.00017074443797445346,0.00022915138615837484,6
importation_pulse_period_ticks,access_intervention__shock,mask_when_pressure_high_mean,0.0001567899314807164,0.00016511396703393217,6
distance_tracking_max_hops,access_intervention__shock,mask_when_pressure_high_mean,0.00015460975482521158,0.00019928265579496624,6
norm_threshold_beta_alpha,access_intervention__shock,mask_when_pressure_high_mean,0.00009002388322976174,0.00010082801214566231,6
norm_response_slope,access_intervention__shock,mask_when_pressure_high_mean,0.00005588316831790508,0.000051153364315693725,6
low_legitimacy_target_percentile,access_intervention__shock,mask_when_pressure_high_mean,0.000022729636469165368,0.000020985665539183104,6
high_exposure_target_percentile,access_intervention__shock,mask_when_pressure_high_mean,0.0000196684070473907,0.000027056443044789515,6
high_degree_target_percentile,access_intervention__shock,mask_when_pressure_high_mean,0.000015213909766724024,0.0000224966645929237,6
state_update_noise_std,access_intervention__shock,social_norms_descriptive_vax_mean,0.22896655963607535,0.20569312670968798,6
k_social,access_intervention__shock,social_norms_descriptive_vax_mean,0.07354262168940787,0.05983023472283909,6
state_relaxation_slow,access_intervention__shock,social_norms_descriptive_vax_mean,0.06068312553373071,0.08291016810389223,6
bridge_prob,access_intervention__shock,social_norms_descriptive_vax_mean,0.048405340617986244,0.06104265179483684,6
state_relaxation_fast,access_intervention__shock,social_norms_descriptive_vax_mean,0.020515136247342507,0.022715623495599923,6
incidence_alpha_vax,access_intervention__shock,social_norms_descriptive_vax_mean,0.017566549525085406,0.02603028304914296,6
community_incidence_baseline,access_intervention__shock,social_norms_descriptive_vax_mean,0.01578928029038214,0.020446036973350148,6
incidence_alpha_protection,access_intervention__shock,social_norms_descriptive_vax_mean,0.014961191434300266,0.0184608157925558,6
norm_threshold_max,access_intervention__shock,social_norms_descriptive_vax_mean,0.01377358894951423,0.019644430076435716,6
importation_pulse_amplitude,access_intervention__shock,social_norms_descriptive_vax_mean,0.011675214154015142,0.01778911010823692,6
stakes_to_fear_multiplier,access_intervention__shock,social_norms_descriptive_vax_mean,0.011506271396326208,0.01646055479066839,6
importation_targeted_local_bump,access_intervention__shock,social_norms_descriptive_vax_mean,0.011452645532218734,0.017378993079165787,6
norm_threshold_min,access_intervention__shock,social_norms_descriptive_vax_mean,0.009930773661632012,0.01632470382823486,6
stakes_to_infection_multiplier,access_intervention__shock,social_norms_descriptive_vax_mean,0.00963211720745131,0.009682323444738666,6
contact_rate_multiplier,access_intervention__shock,social_norms_descriptive_vax_mean,0.007809687786547306,0.01405684545974069,6
importation_outbreak_floor,access_intervention__shock,social_norms_descriptive_vax_mean,0.005575612809802048,0.0075808787559638515,6
incidence_gamma,access_intervention__shock,social_norms_descriptive_vax_mean,0.00491793297678653,0.005918248858349686,6
burn_in_ticks,access_intervention__shock,social_norms_descriptive_vax_mean,0.0038537638289630155,0.00507001920536924,6
