parameter,scenario,output,mu_star,sigma,n_effects
homophily_gamma,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.003413546294301758,0.003847442921535434,6
social_weight_delta_trust,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.003299447006486704,0.0025430994643633794,6
social_weight_delta_norm,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0030282907212490304,0.0017543513264715036,6
k_incidence,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.002546661372985356,0.0031237898708395937,6
burn_in_ticks,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.001664144750529317,0.0018122942472834237,6
peer_pull_interactions_per_agent,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.001485602776102056,0.001965521653843576,6
importation_pulse_start_tick,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0012625814715422716,0.0014922095880316915,6
importation_pulse_width_ticks,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0007754709425379739,0.001090748852292115,6
importation_pulse_period_ticks,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0006393881054407302,0.0008134777945003983,6
distance_tracking_max_hops,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0005205037950280674,0.0007473257610913507,6
norm_threshold_beta_alpha,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0004040965984136354,0.0004833952091166281,6
norm_response_slope,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.0003402190139468075,0.0004135600581648211,6
high_exposure_target_percentile,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.00009273798227198427,0.00010740722781548875,6
low_legitimacy_target_percentile,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.00006810716079570511,0.000086701676155288,6
high_degree_target_percentile,pe_mutable_engine_fivec_constraints__shock,vax_willingness_T12_mean,0.000054723265728521636,0.00008753964159432028,6
state_relaxation_slow,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.01927820149964769,0.0466569663682243,6
state_update_noise_std,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.009431257220822905,0.014149675301959609,6
bridge_prob,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0051921296116710265,0.005534412262993437,6
incidence_gamma,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0008889087569920031,0.0012715766632867434,6
k_social,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0008853273187421081,0.001178932874689898,6
norm_threshold_min,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0008079455932730184,0.0009227653651349472,6
stakes_to_infection_multiplier,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0007660206069903807,0.0005131000292965927,6
incidence_alpha_protection,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0007458436324725426,0.0009259233970135588,6
importation_outbreak_floor,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.000719559698154626,0.0007465987559728669,6
incidence_alpha_vax,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0005647499103389464,0.0007743229494271923,6
community_incidence_baseline,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0005603946166606496,0.0005243005571000768,6
state_relaxation_fast,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0004318680392382627,0.0005262287979626398,6
k_feedback_stakes,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00041120824819292534,0.0004840080676563946,6
k_incidence,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0003884573392923306,0.0007400722024582474,6
stakes_to_fear_multiplier,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0003671646961973035,0.0004885407425144417,6
norm_threshold_max,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0003474997721397699,0.0004913690174734374,6
importation_pulse_amplitude,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0003226275248261838,0.00033182467534131633,6
contact_rate_multiplier,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0002980050579591802,0.00040792106372660483,6
importation_targeted_local_bump,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0002280100999622429,0.00028488781166396314,6
social_weight_delta_norm,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0001705847596314116,0.00020852851484991214,6
social_weight_delta_trust,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.0001327161918022549,0.00016473422642902168,6
homophily_gamma,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00011864438286105876,0.00016587744163045943,6
importation_pulse_width_ticks,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00005637365266627133,0.0000557597142126203,6
peer_pull_interactions_per_agent,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00005627563098604328,0.00006049554499475449,6
importation_pulse_period_ticks,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00004052296805904613,0.00004770581444495849,6
importation_pulse_start_tick,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.000029313968866517826,0.00004042398772465566,6
distance_tracking_max_hops,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.000026788440692371296,0.000031485278858933714,6
burn_in_ticks,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.000019945199390747348,0.00002598807395601046,6
norm_response_slope,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00001778318373624188,0.000017664704261680944,6
norm_threshold_beta_alpha,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,0.00001301315153116415,0.00001709997618406836,6
high_degree_target_percentile,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,5.4723267331506046e-6,6.287062761706745e-6,6
low_legitimacy_target_percentile,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,4.8095946970268715e-6,5.992934394659651e-6,6
high_exposure_target_percentile,pe_mutable_engine_group_trust__perturbation,mask_when_pressure_high_mean,4.33623716773468e-6,5.392218813014351e-6,6
state_update_noise_std,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.002986245395556845,0.007198731893183524,6
importation_outbreak_floor,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00042504245119090456,0.0008703183836701041,6
incidence_gamma,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.0002246171521965342,0.0003575431909221951,6
incidence_alpha_protection,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00016047340449650468,0.0002516074886943576,6
k_incidence,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00012835021368866082,0.0003143925319144038,6
importation_targeted_local_bump,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00008215007877510061,0.00019862721006209635,6
state_relaxation_slow,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00005724530026895991,0.0000772038204749677,6
community_incidence_baseline,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00005167561482721794,0.00008815431604471713,6
homophily_gamma,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.000037573903355792027,0.00009101848361037507,6
k_feedback_stakes,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.000029648426765523553,0.00004210196519710536,6
social_weight_delta_norm,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.000028936661414667866,0.00006988183245679607,6
state_relaxation_fast,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.00002422347881984403,0.00005895349749483656,6
incidence_alpha_vax,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.000018794991423950098,0.000035742599646803415,6
social_weight_delta_trust,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,0.000011841173347527778,0.000027607912463274337,6
k_social,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,8.075621292219333e-6,0.000013734118500395661,6
norm_threshold_beta_alpha,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,7.0189227934965475e-6,0.000013426334046342982,6
stakes_to_infection_multiplier,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,6.573591967059162e-6,0.000013878712083041163,6
peer_pull_interactions_per_agent,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,5.150086151157491e-6,9.802773524397745e-6,6
bridge_prob,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,2.993990240914476e-6,7.33241702622127e-6,6
distance_tracking_max_hops,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,2.9305135313961728e-6,6.750334465784199e-6,6
importation_pulse_start_tick,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,2.3477950688762426e-6,5.750899939369281e-6,6
norm_threshold_min,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,1.6195819085851326e-6,3.16906285710967e-6,6
importation_pulse_amplitude,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,9.387556924404331e-7,2.2994724396121607e-6,6
contact_rate_multiplier,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,7.233983850687181e-7,1.3754021212997996e-6,6
norm_response_slope,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,5.472929567910493e-7,1.2904138319934668e-6,6
burn_in_ticks,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,3.0865047714693595e-7,7.10135776429386e-7,6
importation_pulse_width_ticks,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,2.729104148594767e-7,5.580860878489727e-7,6
importation_pulse_period_ticks,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,2.387706103945675e-7,3.702258850131535e-7,6
stakes_to_fear_multiplier,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,1.9017157889585952e-7,4.6582333187428976e-7,6
high_exposure_target_percentile,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,5.0455041152493625e-8,9.326978391031217e-8,6
norm_threshold_max,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,3.738519419963874e-8,9.157464972397226e-8,6
low_legitimacy_target_percentile,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,2.2285417481763642e-8,4.100420466774914e-8,6
high_degree_target_percentile,pe_mutable_engine_group_trust__perturbation,social_norms_descriptive_vax_mean,1.3491864928975398e-8,2.156008047835032e-8,6
state_update_noise_std,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.002061045017024791,0.0049109163647763415,6
importation_outbreak_floor,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00034252253545474787,0.0007124928538195367,6
incidence_alpha_protection,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.0002659796426248325,0.0002921061079423299,6
incidence_gamma,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.0002549511455285369,0.00039673511586124194,6
k_incidence,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00010736927771446021,0.00026299994445160875,6
importation_targeted_local_bump,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.0001019582372071189,0.00024738675390316667,6
community_incidence_baseline,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00005668689108044115,0.00008822739359122776,6
state_relaxation_slow,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00005502223141699384,0.00010448342061790351,6
k_feedback_stakes,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00004403728849091575,0.00008443851218367375,6
homophily_gamma,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.000038005291514764394,0.00009173666304600321,6
state_relaxation_fast,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00003341542811341469,0.00008048853642513194,6
social_weight_delta_norm,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00003004333630071995,0.00007242486904314426,6
social_weight_delta_trust,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.000028378881115682154,0.00006584827522871639,6
norm_threshold_min,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.00002628458432241132,0.00006186625177850234,6
incidence_alpha_vax,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.000017542513077728472,0.000033296054253396434,6
peer_pull_interactions_per_agent,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,0.000011591970709668655,0.000027037916273660202,6
stakes_to_infection_multiplier,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,8.986527092839461e-6,0.000015786177173930066,6
norm_threshold_beta_alpha,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,4.8490942757458315e-6,9.081656854014167e-6,6
k_social,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,2.9572871774303855e-6,4.5819909996310925e-6,6
importation_pulse_start_tick,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,2.2173333261340153e-6,5.431335238696578e-6,6
distance_tracking_max_hops,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.9818545690479064e-6,4.121727945345687e-6,6
bridge_prob,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.5326715558081734e-6,3.752797216905602e-6,6
burn_in_ticks,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.3153769918024714e-6,2.6294819789307004e-6,6
norm_response_slope,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,3.9148276727019037e-7,9.076303170966334e-7,6
contact_rate_multiplier,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,3.498868476998933e-7,6.787659149315194e-7,6
importation_pulse_period_ticks,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.9362679637424662e-7,3.099438441793686e-7,6
importation_pulse_width_ticks,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.6949281918717438e-7,3.381281978310435e-7,6
stakes_to_fear_multiplier,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.366441314008558e-7,3.34708398277913e-7,6
high_exposure_target_percentile,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.0147963749318477e-7,2.1912768855573462e-7,6
importation_pulse_amplitude,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,9.433579843213617e-8,2.3107457063677896e-7,6
norm_threshold_max,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,4.175353988481826e-8,1.0227486767275065e-7,6
high_degree_target_percentile,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,2.6142747936811855e-8,5.616830515044049e-8,6
low_legitimacy_target_percentile,pe_mutable_engine_group_trust__perturbation,vax_willingness_T12_mean,1.5811420558028052e-8,2.7396806996797433e-8,6
state_relaxation_slow,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.019075246965165604,0.04597813882405919,6
state_update_noise_std,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.01023082792350749,0.013777332757132435,6
bridge_prob,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0050748647117431,0.005389012533931688,6
incidence_gamma,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0009225133079956057,0.0013027739917003537,6
norm_threshold_min,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0007971482853245485,0.0008993240303550963,6
stakes_to_infection_multiplier,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0007643641098879308,0.0005481371411069586,6
k_social,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0007276619024396219,0.0010268831556743884,6
incidence_alpha_protection,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0007182025808797713,0.0009216401744514029,6
importation_outbreak_floor,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0006551824116129978,0.0008102630014913261,6
incidence_alpha_vax,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0006551578172301712,0.0008718255909471073,6
community_incidence_baseline,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0005534077870095189,0.0005766680856644996,6
k_feedback_stakes,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00042120392030939443,0.0004930430013520222,6
state_relaxation_fast,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0004195431066615167,0.0005518003303996411,6
k_incidence,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0003814843068680903,0.0007205348581773395,6
stakes_to_fear_multiplier,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0003649988588179027,0.00047353107184718387,6
importation_pulse_amplitude,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00032627152615797667,0.00035589250293715423,6
norm_threshold_max,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0002888326468190409,0.0004449937152359537,6
importation_targeted_local_bump,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00028418169845186486,0.0003811957826632424,6
contact_rate_multiplier,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00023802248833795566,0.0003629928429025789,6
social_weight_delta_norm,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00019600275189743694,0.00023876388386344269,6
homophily_gamma,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0001287481559633837,0.00017444030767550686,6
social_weight_delta_trust,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00012364921899808852,0.0001480983774806908,6
importation_pulse_width_ticks,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00007318762292385372,0.00007988093757669387,6
peer_pull_interactions_per_agent,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.0000550218728857691,0.00006769665192228048,6
importation_pulse_period_ticks,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00003779622010095333,0.00004505994149106994,6
importation_pulse_start_tick,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.000030073097826506984,0.0000402924864874928,6
distance_tracking_max_hops,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00002031291446158434,0.00002829463295562638,6
burn_in_ticks,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.000018777850242675714,0.000024589978708993987,6
norm_response_slope,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.000015950174478499927,0.000014050563655496732,6
norm_threshold_beta_alpha,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,0.00001424249833092972,0.00001905990049340668,6
high_degree_target_percentile,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,5.423890559796973e-6,6.0386230727922265e-6,6
low_legitimacy_target_percentile,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,4.747493092456997e-6,5.658059659014677e-6,6
high_exposure_target_percentile,pe_mutable_engine_group_trust__shock,mask_when_pressure_high_mean,4.514779698302126e-6,5.465090532749773e-6,6
state_update_noise_std,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.0029782028629909973,0.007195263713460808,6
importation_outbreak_floor,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.0004149194490565833,0.0008492205193623279,6
incidence_gamma,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.0002232591627620511,0.0003541344313132243,6
incidence_alpha_protection,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.00015854122411932772,0.00024956456271169546,6
k_incidence,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.00012649585913465544,0.0003098503094548843,6
importation_targeted_local_bump,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.00008589640842160406,0.00020798743327994968,6
state_relaxation_slow,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.00005349484544818021,0.00007303157953368203,6
community_incidence_baseline,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.000050538624994563484,0.00008622753058980146,6
homophily_gamma,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.000037565537501412415,0.00009101177310852104,6
social_weight_delta_norm,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.00002885412614814539,0.00006982736486721298,6
k_feedback_stakes,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.000028764798297773027,0.00004088604489263228,6
state_relaxation_fast,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.000024035110518146514,0.000058846261861956176,6
incidence_alpha_vax,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.00001846558819333192,0.000035107831727552344,6
social_weight_delta_trust,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,0.000011857880248082134,0.000027678352387521583,6
k_social,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,9.66716631055395e-6,0.00001836955802512305,6
norm_threshold_beta_alpha,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,7.017766135912022e-6,0.000013407248253652074,6
stakes_to_infection_multiplier,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,5.368133981775713e-6,0.000010737683735582755,6
peer_pull_interactions_per_agent,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,5.164614579745785e-6,9.800128809575581e-6,6
importation_pulse_start_tick,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,2.3257151298139433e-6,5.696815355114901e-6,6
bridge_prob,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,2.0269638242996823e-6,4.963740727121343e-6,6
norm_threshold_min,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,1.85832112957011e-6,3.6607836639257137e-6,6
importation_pulse_amplitude,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,9.072940917083846e-7,2.222407571327468e-6,6
contact_rate_multiplier,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,7.154829663209174e-7,1.4113206136808814e-6,6
norm_response_slope,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,5.549398821358409e-7,1.3023721424895984e-6,6
stakes_to_fear_multiplier,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,5.4123575744648e-7,1.3257514362926369e-6,6
burn_in_ticks,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,3.289155126632674e-7,7.276209945257452e-7,6
importation_pulse_width_ticks,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,2.794987328987493e-7,5.623564068787446e-7,6
importation_pulse_period_ticks,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,2.640485613862135e-7,4.0931710369588705e-7,6
distance_tracking_max_hops,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,1.5575968366950596e-7,3.701639493269481e-7,6
norm_threshold_max,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,5.55960374034233e-8,1.361819233590753e-7,6
high_exposure_target_percentile,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,4.560841754634263e-8,7.791310442673164e-8,6
high_degree_target_percentile,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,2.1084679365420317e-8,3.533586403600775e-8,6
low_legitimacy_target_percentile,pe_mutable_engine_group_trust__shock,social_norms_descriptive_vax_mean,2.1042782331430015e-8,4.197670814308954e-8,6
state_update_noise_std,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.0020515056651978134,0.004908869587563071,6
importation_outbreak_floor,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00033449895864142337,0.0006956140681825535,6
incidence_alpha_protection,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00026263680003542805,0.000288155743483958,6
incidence_gamma,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00025396034235569687,0.000395686277545895,6
importation_targeted_local_bump,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00010829493427640575,0.0002629672619490804,6
k_incidence,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00010578231471771681,0.00025911269486890936,6
community_incidence_baseline,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00005576673192564385,0.00008675524718782249,6
state_relaxation_slow,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00005265049396759499,0.00010361474158199171,6
k_feedback_stakes,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00004304816139534209,0.00008264866285825543,6
homophily_gamma,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00003798574685731637,0.0000918000519005306,6
state_relaxation_fast,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.0000332552692346629,0.0000806847106495411,6
social_weight_delta_norm,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00002997548183003573,0.00007240839899332044,6
social_weight_delta_trust,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.000028290877125414223,0.00006581199941839106,6
norm_threshold_min,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.000026104208004085194,0.000060976487850482525,6
incidence_alpha_vax,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.00001713855830587363,0.00003252235536462237,6
peer_pull_interactions_per_agent,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.000011466333526272445,0.000027090464473082188,6
k_social,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,0.000011431164464835147,0.00002573652031410358,6
stakes_to_infection_multiplier,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,8.266996302334443e-6,0.000014124630106868857,6
norm_threshold_beta_alpha,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,4.8422249913452715e-6,9.068920647901234e-6,6
importation_pulse_start_tick,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,2.2001303996432853e-6,5.389196846711682e-6,6
burn_in_ticks,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,1.2969233234609115e-6,2.581792656301102e-6,6
bridge_prob,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,8.507040574624538e-7,2.08273504970843e-6,6
norm_response_slope,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,4.0976826956769706e-7,9.479487379422126e-7,6
contact_rate_multiplier,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,3.2705379373382107e-7,7.368340788579088e-7,6
distance_tracking_max_hops,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,2.7886132395830526e-7,6.580323485994924e-7,6
importation_pulse_period_ticks,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,2.0856183269302164e-7,3.3669236404841876e-7,6
importation_pulse_width_ticks,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,1.8051838660918898e-7,3.5501079360228184e-7,6
stakes_to_fear_multiplier,pe_mutable_engine_group_trust__shock,vax_willingness_T12_mean,1.1507788302525215e-7,2.8188209409155754e-7,6
