model,group,outcome,type,nobs,pseudo_r2,formula,description
B_COVID_CONVERSATION_vax_willingness_Y,B_COVID,vax_willingness_Y,ordinal,22246,0.11714371380173515,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + friends_progressive_norms_nonvax_idx:vax_convo_freq_friends + C(country, Treatment(reference='IT'))",Network and conversation amplification on willingness (norms × conversation)
B_COVID_CONVERSATION_vax_willingness_Y_PN_ITEMS,B_COVID,vax_willingness_Y,ordinal,22246,0.11799042835747361,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_collective_responsibility + fivec_confidence + fivec_low_complacency + fivec_low_constraints + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + friends_climate_harm:vax_convo_freq_friends + friends_lgbt_adoption_rights:vax_convo_freq_friends + friends_immigration_tolerance:vax_convo_freq_friends + C(country, Treatment(reference='IT'))",Network and conversation amplification on willingness (norms × conversation) (peer norms item-level)
B_FLU_vaccinated_2023_2024,B_FLU,flu_vaccinated_2023_2024,logit,21099,0.2519565713737991,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_severity_if_infected_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Flu vaccination uptake contrast
B_FLU_vaccinated_2023_2024_PN_ITEMS,B_FLU,flu_vaccinated_2023_2024,logit,21099,0.25315099834362387,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_severity_if_infected_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Flu vaccination uptake contrast (peer norms item-level)
B_FLU_vaccinated_2023_2024_HABIT,B_FLU,flu_vaccinated_2023_2024,logit,21099,0.6239379471471254,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + flu_vaccinated_2022_2023 + flu_vaccinated_2021_2022 + flu_vaccinated_2020_2021 + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + flu_severity_if_infected_missing + flu_vaccinated_2020_2021_missing + flu_vaccinated_2021_2022_missing + flu_vaccinated_2022_2023_missing + flu_vaccinated_pre_pandemic_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_progressive_norms_nonvax_idx:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Flu uptake with explicit inertia/state-dependence (prior seasons + pre-pandemic)
B_FLU_vaccinated_2023_2024_HABIT_PN_ITEMS,B_FLU,flu_vaccinated_2023_2024,logit,21099,0.6245075182624076,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + flu_vaccinated_2022_2023 + flu_vaccinated_2021_2022 + flu_vaccinated_2020_2021 + flu_vaccinated_pre_pandemic + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + flu_disease_fear + flu_infection_likelihood_current + flu_severity_if_infected + flu_vaccine_risk + flu_vaccine_fear + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + flu_severity_if_infected_missing + flu_vaccinated_2020_2021_missing + flu_vaccinated_2021_2022_missing + flu_vaccinated_2022_2023_missing + flu_vaccinated_pre_pandemic_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + family_climate_harm:fivec_collective_responsibility + family_lgbt_adoption_rights:fivec_collective_responsibility + family_immigration_tolerance:fivec_collective_responsibility + trust_social:duration_socialmedia + C(country, Treatment(reference='IT'))",Flu uptake with explicit inertia/state-dependence (prior seasons + pre-pandemic) (peer norms item-level)
B_FLU_vaccinated_2023_2024_ENGINES,B_FLU,flu_vaccinated_2023_2024,logit,21099,0.22247733783233203,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + institutional_trust_avg + fivec_pro_vax_idx + flu_vaccine_risk + flu_disease_fear + social_norms_vax_avg + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Compressed ABM backbone for flu uptake (engines)
B_FLU_vaccinated_2023_2024_ENGINES_HABIT,B_FLU,flu_vaccinated_2023_2024,logit,21099,0.6167670992583005,"flu_vaccinated_2023_2024 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + flu_vaccinated_2022_2023 + flu_vaccinated_2021_2022 + flu_vaccinated_2020_2021 + flu_vaccinated_pre_pandemic + institutional_trust_avg + fivec_pro_vax_idx + flu_disease_fear + social_norms_vax_avg + M_religion_missing + flu_vaccinated_2020_2021_missing + flu_vaccinated_2021_2022_missing + flu_vaccinated_2022_2023_missing + flu_vaccinated_pre_pandemic_missing + income_ppp_norm_missing + minority_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Compressed ABM backbone for flu uptake (engines) + explicit inertia/state-dependence
B_PROTECT_protective_behaviour,B_PROTECT,protective_behaviour_avg,linear,22246,0.28193009565880855,"protective_behaviour_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Non-vaccine protective behaviours
B_PROTECT_protective_behaviour_PN_ITEMS,B_PROTECT,protective_behaviour_avg,linear,22246,0.28782715651002067,"protective_behaviour_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Non-vaccine protective behaviours (peer norms item-level)
B_PROTECT_protective_behaviour_ENGINES,B_PROTECT,protective_behaviour_avg,linear,22246,0.21447587524102296,"protective_behaviour_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + institutional_trust_avg + fivec_pro_vax_idx + vaccine_risk_avg + disease_fear_avg + social_norms_vax_avg + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Compressed ABM backbone for non-vaccine protective behaviours (engines)
B_PROTECT_support_mandatory_vaccination,B_PROTECT,support_mandatory_vaccination,ordinal,22246,0.15652999408300194,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Support for mandatory vaccination (component) (B3 item-level)
B_PROTECT_support_mandatory_vaccination_PN_ITEMS,B_PROTECT,support_mandatory_vaccination,ordinal,22246,0.1569141878657729,"support_mandatory_vaccination ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Support for mandatory vaccination (component) (B3 item-level) (peer norms item-level)
B_PROTECT_mask_when_symptomatic_crowded,B_PROTECT,mask_when_symptomatic_crowded,ordinal,22246,0.06645963027096997,"mask_when_symptomatic_crowded ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Mask use in crowds when symptomatic (B3 item-level)
B_PROTECT_mask_when_symptomatic_crowded_PN_ITEMS,B_PROTECT,mask_when_symptomatic_crowded,ordinal,22246,0.06798943095782634,"mask_when_symptomatic_crowded ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Mask use in crowds when symptomatic (B3 item-level) (peer norms item-level)
B_PROTECT_stay_home_when_symptomatic,B_PROTECT,stay_home_when_symptomatic,ordinal,22246,0.04589056964369883,"stay_home_when_symptomatic ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Staying home when symptomatic (B3 item-level)
B_PROTECT_stay_home_when_symptomatic_PN_ITEMS,B_PROTECT,stay_home_when_symptomatic,ordinal,22246,0.04699572680754179,"stay_home_when_symptomatic ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + contact_group_cohabitant + contact_group_noncohabitant + contact_group_friends + contact_group_colleagues + contact_group_others + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Staying home when symptomatic (B3 item-level) (peer norms item-level)
