model,group,outcome,type,nobs,pseudo_r2,formula,description
P_TRUST_institutional_trust,P_TRUST,institutional_trust_avg,linear,22246,0.4410906577301439,"institutional_trust_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Drivers of institutional trust
P_TRUST_institutional_trust_PN_ITEMS,P_TRUST,institutional_trust_avg,linear,22246,0.4412876590978324,"institutional_trust_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Drivers of institutional trust (peer norms item-level)
P_TRUST_institutional_trust_REF,P_TRUST,institutional_trust_avg,linear,22246,0.43521100002819924,"institutional_trust_avg ~ income_ppp_norm + sex_female + M_education + side_effects_other + health_good + exper_illness + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + social_norms_vax_avg + moral_progressive_orientation + trust_traditional + trust_onlineinfo + exper_illness_missing + health_good_missing + income_ppp_norm_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Drivers of institutional trust (ref: reduced blocks)
P_TRUST_group_trust_vax,P_TRUST,group_trust_vax,linear,22246,0.19237673968138203,"group_trust_vax ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + size_friend_group + size_colleagues_group + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Trust in vaccine info from social contacts (peer epistemic trust)
P_TRUST_group_trust_vax_REF,P_TRUST,group_trust_vax,linear,22246,0.18080077915241688,"group_trust_vax ~ trust_gp_vax_info + trust_local_health_authorities_vax_info + trust_national_gov_vax_info + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + vax_convo_freq_cohabitants + trust_social + trust_traditional + trust_onlineinfo + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Trust in vaccine info from social contacts (ref: reduced blocks)
P_LEGIT_covax_legitimacy,P_LEGIT,covax_legitimacy_scepticism_idx,linear,22246,0.16715737788855412,"covax_legitimacy_scepticism_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + M_religion_missing + group_trust_vax_missing + income_ppp_norm_missing + minority_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Determinants of legitimacy / scepticism engine (covax reasons composite)
P_LEGIT_covax_legitimacy_REF,P_LEGIT,covax_legitimacy_scepticism_idx,linear,22246,0.15231143487406207,"covax_legitimacy_scepticism_idx ~ trust_gp_vax_info + trust_who_vax_info + trust_national_gov_vax_info + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + C(country, Treatment(reference='IT'))",Determinants of legitimacy / scepticism engine (ref: trust-only reduced blocks)
P_RISK_vaccine_risk,P_RISK,vaccine_risk_avg,linear,22246,0.2646129327107364,"vaccine_risk_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + exper_illness_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Perceived vaccine risk
P_RISK_vaccine_risk_REF,P_RISK,vaccine_risk_avg,linear,22246,0.2506844713793521,"vaccine_risk_avg ~ fivec_confidence + fivec_low_complacency + fivec_collective_responsibility + side_effects + side_effects_other + health_good + exper_illness + covid_num + trust_social + exper_illness_missing + health_good_missing + side_effects_missing + side_effects_other_missing + trust_social_missing + C(country, Treatment(reference='IT'))",Perceived vaccine risk (ref: reduced blocks)
P_RISK_vaccine_fear,P_RISK,vaccine_fear_avg,linear,22246,0.3099423531632103,"vaccine_fear_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + exper_illness_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Perceived vaccine fear
P_NORMS_family_norms,P_NORMS,family_progressive_norms_nonvax_idx,linear,22246,0.26094232053918665,"family_progressive_norms_nonvax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + M_religion_missing + income_ppp_norm_missing + minority_missing + C(country, Treatment(reference='IT'))",Family progressive norms (non-vaccine items)
P_NORMS_family_norms_ACTIVATION,P_NORMS,family_progressive_norms_nonvax_idx,linear,22246,0.2613909426168982,"family_progressive_norms_nonvax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + M_religion_missing + income_ppp_norm_missing + minority_missing + C(country, Treatment(reference='IT'))",Family progressive norms + activation/embeddedness predictors
P_NORMS_friends_norms,P_NORMS,friends_progressive_norms_nonvax_idx,linear,22246,0.2498346107779379,"friends_progressive_norms_nonvax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + size_friend_group + size_colleagues_group + M_religion_missing + income_ppp_norm_missing + minority_missing + C(country, Treatment(reference='IT'))",Friends progressive norms (non-vaccine items)
P_NORMS_friends_norms_ACTIVATION,P_NORMS,friends_progressive_norms_nonvax_idx,linear,22246,0.25113473244052575,"friends_progressive_norms_nonvax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + size_friend_group + size_colleagues_group + M_religion_missing + income_ppp_norm_missing + minority_missing + C(country, Treatment(reference='IT'))",Friends progressive norms + activation/embeddedness predictors
P_NORMS_colleagues_norms,P_NORMS,colleagues_progressive_norms_nonvax_idx,linear,22246,0.15279033544024134,"colleagues_progressive_norms_nonvax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + size_friend_group + size_colleagues_group + M_religion_missing + income_ppp_norm_missing + minority_missing + C(country, Treatment(reference='IT'))",Colleagues progressive norms (non-vaccine items)
P_NORMS_colleagues_norms_ACTIVATION,P_NORMS,colleagues_progressive_norms_nonvax_idx,linear,22246,0.15403531284444683,"colleagues_progressive_norms_nonvax_idx ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + size_friend_group + size_colleagues_group + M_religion_missing + income_ppp_norm_missing + minority_missing + C(country, Treatment(reference='IT'))",Colleagues progressive norms + activation/embeddedness predictors
P_NORMS_social_norms_vax_avg,P_NORMS,social_norms_vax_avg,linear,22246,0.24791507139909075,"social_norms_vax_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + discussion_group_cohabitant + discussion_group_noncohabitant + discussion_group_friends + discussion_group_colleagues + discussion_group_others + vax_convo_freq_cohabitants + vax_convo_freq_friends + vax_convo_freq_others + vax_convo_count_cohabitants + vax_convo_count_friends + vax_convo_count_others + size_friend_group + size_colleagues_group + M_religion_missing + exper_illness_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Perceived vaccination social norms (avg)
P_NORMS_social_norms_vax_avg_REF,P_NORMS,social_norms_vax_avg,linear,22246,0.23727412729837094,"social_norms_vax_avg ~ age + M_education + M_religion + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + vax_convo_freq_cohabitants + M_religion_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Perceived vaccination social norms (avg) (ref: reduced blocks)
P_COVDANGER_PRE_covid_perceived_danger_pre,P_COVDANGER_PRE,covid_perceived_danger_pre,ordinal,10270,0.030200553224939936,"covid_perceived_danger_pre ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Baseline disease risk perception prior to COVID vaccine rollout
P_COVDANGER_PRE_covid_perceived_danger_pre_PN_ITEMS,P_COVDANGER_PRE,covid_perceived_danger_pre,ordinal,10270,0.031238299574382313,"covid_perceived_danger_pre ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Baseline disease risk perception prior to COVID vaccine rollout (peer norms item-level)
P_STAKES_covid_perceived_danger_Y,P_STAKES,covid_perceived_danger_Y,ordinal,22246,0.029352201538546317,"covid_perceived_danger_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + M_religion_missing + exper_illness_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))","Infection stakes: perceived COVID danger (current, Y)"
P_STAKES_covid_perceived_danger_Y_REF,P_STAKES,covid_perceived_danger_Y,ordinal,22246,0.024544561078075993,"covid_perceived_danger_Y ~ age + M_education + health_good + exper_illness + side_effects + covid_num + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + trust_national_gov_vax_info + trust_social + exper_illness_missing + health_good_missing + side_effects_missing + trust_social_missing + C(country, Treatment(reference='IT'))",Infection stakes: perceived COVID danger (ref: reduced blocks)
P_STAKES_covid_disease_fear,P_STAKES,covid_disease_fear,ordinal,22246,0.06849522810787402,"covid_disease_fear ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + born_in_residence_country + parent_born_abroad + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + C(politics, Treatment(reference='No Affiliation / Prefer not to answer')) + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + mfq_agreement_binding_idx + mfq_relevance_binding_idx + moral_progressive_orientation + M_religion_missing + exper_illness_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Infection stakes: COVID disease fear
S_ATTCHAIN_att_vaccines_importance,S_ATT_CHAIN,att_vaccines_importance,ordinal,22246,0.25257186020934713,"att_vaccines_importance ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_pro_vax_idx + vaccine_risk_avg + institutional_trust_avg + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Trust/5C/risk to vaccine importance attitudes
S_ATTCHAIN_att_vaccines_importance_PN_ITEMS,S_ATT_CHAIN,att_vaccines_importance,ordinal,22246,0.25282365866005657,"att_vaccines_importance ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_pro_vax_idx + vaccine_risk_avg + institutional_trust_avg + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Trust/5C/risk to vaccine importance attitudes (peer norms item-level)
S_ATTCHAIN_vaccine_fear,S_ATT_CHAIN,vaccine_fear_avg,linear,22246,0.47065515761558496,"vaccine_fear_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_pro_vax_idx + vaccine_risk_avg + institutional_trust_avg + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Trust/5C/risk to vaccine fear
S_ATTCHAIN_vaccine_fear_PN_ITEMS,S_ATT_CHAIN,vaccine_fear_avg,linear,22246,0.47155020424745764,"vaccine_fear_avg ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_pro_vax_idx + vaccine_risk_avg + institutional_trust_avg + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + trust_traditional + trust_onlineinfo + trust_social + duration_socialmedia + duration_infomedia + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + trust_onlineinfo_missing + trust_social_missing + trust_traditional_missing + C(country, Treatment(reference='IT'))",Trust/5C/risk to vaccine fear (peer norms item-level)
S_COUNTRY_vax_willingness_Y,S_COUNTRY_HETEROGENEITY,vax_willingness_Y,ordinal,22246,0.14435799652414175,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Country-heterogeneous slopes for current willingness (Y)
S_COUNTRY_vax_willingness_Y_PN_ITEMS,S_COUNTRY_HETEROGENEITY,vax_willingness_Y,ordinal,22246,0.1455066115198209,"vax_willingness_Y ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_climate_harm + family_lgbt_adoption_rights + family_immigration_tolerance + friends_climate_harm + friends_lgbt_adoption_rights + friends_immigration_tolerance + colleagues_climate_harm + colleagues_lgbt_adoption_rights + colleagues_immigration_tolerance + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_climate_harm_missing + colleagues_immigration_tolerance_missing + colleagues_lgbt_adoption_rights_missing + exper_illness_missing + family_climate_harm_missing + family_immigration_tolerance_missing + family_lgbt_adoption_rights_missing + friends_climate_harm_missing + friends_immigration_tolerance_missing + friends_lgbt_adoption_rights_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Country-heterogeneous slopes for current willingness (Y) (peer norms item-level)
S_COUNTRY_vax_willingness_T4,S_COUNTRY_HETEROGENEITY,vax_willingness_T4,ordinal,18717,0.1632506144346987,"vax_willingness_T4 ~ age + sex_female + M_education + income_ppp_norm + minority + M_religion + medical_conditions_c + health_good + covid_num + exper_illness + side_effects + side_effects_other + fivec_confidence + fivec_low_constraints + fivec_low_complacency + fivec_collective_responsibility + disease_fear_avg + infection_likelihood_avg + severity_if_infected_avg + vaccine_risk_avg + vaccine_fear_avg + trust_national_health_institutions_vax_info + trust_who_vax_info + trust_gp_vax_info + trust_national_gov_vax_info + trust_local_health_authorities_vax_info + group_trust_vax + family_progressive_norms_nonvax_idx + friends_progressive_norms_nonvax_idx + colleagues_progressive_norms_nonvax_idx + social_norms_vax_avg + moral_progressive_orientation + mfq_agreement_binding_idx + mfq_relevance_binding_idx + M_religion_missing + colleagues_progressive_norms_nonvax_idx_missing + exper_illness_missing + family_progressive_norms_nonvax_idx_missing + friends_progressive_norms_nonvax_idx_missing + group_trust_vax_missing + health_good_missing + income_ppp_norm_missing + medical_conditions_c_missing + minority_missing + severity_if_infected_avg_missing + side_effects_missing + side_effects_other_missing + social_norms_vax_avg_missing + C(country, Treatment(reference='IT'))",Supporting heterogeneity at 4th-dose willingness (selective sample)
